country,year,value
Türkiye,1991,50.613132
Türkiye,1992,52.422813
Türkiye,1993,58.879643
Türkiye,1994,52.42685
Türkiye,1995,54.94252
Türkiye,1996,56.660475
Türkiye,1997,61.349412
Türkiye,1998,61.420533
Türkiye,1999,57.457043
Türkiye,2000,62.351427
Türkiye,2001,58.63482
Türkiye,2002,62.573861
Türkiye,2003,66.703512
Türkiye,2004,72.799254
Türkiye,2005,77.398474
Türkiye,2006,81.036517
Türkiye,2007,85.342439
Türkiye,2008,85.059209
Türkiye,2009,81.550972
Türkiye,2010,83.60583
Türkiye,2011,88.203014
Türkiye,2012,90.050306
Türkiye,2013,96.12967
Türkiye,2014,96.077626
Türkiye,2015,100.0
Türkiye,2016,102.258194
Türkiye,2017,107.118185
Türkiye,2018,109.819438
Türkiye,2019,114.022153
Türkiye,2020,134.423106
Türkiye,2021,126.155603
Türkiye,2022,124.768544
United Kingdom,1990,66.239326
United Kingdom,1991,67.575298
United Kingdom,1992,70.799665
United Kingdom,1993,73.367751
United Kingdom,1994,75.157328
United Kingdom,1995,76.209292
United Kingdom,1996,77.45123
United Kingdom,1997,79.836181
United Kingdom,1998,81.964484
United Kingdom,1999,83.801614
United Kingdom,2000,87.228252
United Kingdom,2001,88.480893
United Kingdom,2002,90.430863
United Kingdom,2003,92.905382
United Kingdom,2004,94.147513
United Kingdom,2005,95.021657
United Kingdom,2006,96.809346
United Kingdom,2007,98.234708
United Kingdom,2008,98.225392
United Kingdom,2009,95.753497
United Kingdom,2010,98.242208
United Kingdom,2011,98.337771
United Kingdom,2012,97.73831
United Kingdom,2013,98.181436
United Kingdom,2014,98.419046
United Kingdom,2015,100.0
United Kingdom,2016,99.39092
United Kingdom,2017,101.395966
United Kingdom,2018,101.573367
United Kingdom,2019,102.076228
United Kingdom,2020,103.987187
United Kingdom,2021,103.244366
United Kingdom,2022,104.285141
United States,1990,66.017332
United States,1991,66.882229
United States,1992,69.179788
United States,1993,69.44318
United States,1994,70.03144
United States,1995,70.185526
United States,1996,71.930383
United States,1997,72.97303
United States,1998,74.614716
United States,1999,76.818796
United States,2000,78.928548
United States,2001,80.660218
United States,2002,82.891625
United States,2003,85.398085
United States,2004,87.632516
United States,2005,89.463196
United States,2006,90.31024
United States,2007,91.57842
United States,2008,92.751305
United States,2009,95.715647
United States,2010,98.245288
United States,2011,98.282918
United States,2012,98.653951
United States,2013,99.073648
United States,2014,99.446088
United States,2015,100.0
United States,2016,100.302963
United States,2017,101.201253
United States,2018,102.3422
United States,2019,103.581713
United States,2020,107.111176
United States,2021,108.386615
United States,2022,107.025198
