STATEFP,COUNTYFP,COUNAME,STNAME,POPULATION,LATITUDE,LONGITUDE
38,49,McHenry,North Dakota,5345,48.179669,-100.700743
38,51,McIntosh,North Dakota,2530,46.146072,-99.492968
38,53,McKenzie,North Dakota,14704,47.815379,-103.249949
38,55,McLean,North Dakota,9771,47.524037,-101.227016
38,57,Mercer,North Dakota,8350,47.300979,-101.712049
38,59,Morton,North Dakota,33291,46.82084,-100.987436
38,61,Mountrail,North Dakota,9809,48.134813,-102.385064
38,63,Nelson,North Dakota,3015,47.914125,-98.211495
38,65,Oliver,North Dakota,1877,47.120347,-101.30705
38,67,Pembina,North Dakota,6844,48.786353,-97.583136
38,69,Pierce,North Dakota,3990,48.327982,-99.985438
38,71,Ramsey,North Dakota,11605,48.129972,-98.834617
38,73,Ransom,North Dakota,5703,46.473332,-97.654107
38,75,Renville,North Dakota,2282,48.71223,-101.513019
38,77,Richland,North Dakota,16529,46.265439,-96.76508
38,79,Rolette,North Dakota,12187,48.837585,-99.815657
38,81,Sargent,North Dakota,3862,46.166223,-97.587859
38,83,Sheridan,North Dakota,1265,47.581765,-100.333635
38,85,Sioux,North Dakota,3898,46.166774,-100.727458
38,87,Slope,North Dakota,706,46.418394,-103.416249
38,89,Stark,North Dakota,33646,46.883324,-102.784958
38,91,Steele,North Dakota,1798,47.459852,-97.75048
38,93,Stutsman,North Dakota,21593,46.917429,-98.73948
38,95,Towner,North Dakota,2162,48.575593,-99.232995
38,97,Traill,North Dakota,7997,47.489414,-97.221419
38,99,Walsh,North Dakota,10563,48.392384,-97.55615
38,101,Ward,North Dakota,69919,48.251003,-101.324255
38,103,Wells,North Dakota,3982,47.673531,-99.776162
38,105,Williams,North Dakota,40950,48.198161,-103.581969
39,1,Adams,Ohio,27477,38.851155,-83.519185
39,3,Allen,Ohio,102206,40.757218,-84.123687
39,5,Ashland,Ohio,52447,40.854406,-82.284305
39,7,Ashtabula,Ohio,97574,41.792138,-80.769023
39,9,Athens,Ohio,62431,39.342729,-82.09958
39,11,Auglaize,Ohio,46422,40.543994,-84.27252
39,13,Belmont,Ohio,66497,40.042452,-80.892944
39,15,Brown,Ohio,43676,38.952078,-83.892764
39,17,Butler,Ohio,390357,39.41063,-84.498421
39,19,Carroll,Ohio,26721,40.608768,-81.114233
39,21,Champaign,Ohio,38714,40.121157,-83.756495
39,23,Clark,Ohio,136001,39.927551,-83.83172
39,25,Clermont,Ohio,208601,39.104936,-84.213831
39,27,Clinton,Ohio,42018,39.411451,-83.84298
39,29,Columbiana,Ohio,101877,40.780285,-80.730613
39,31,Coshocton,Ohio,36612,40.291486,-81.863132
39,33,Crawford,Ohio,42025,40.796314,-82.873456
39,35,Cuyahoga,Ohio,1264817,41.448408,-81.677451
39,37,Darke,Ohio,51881,40.116114,-84.606299
39,39,Defiance,Ohio,38286,41.29476,-84.448702
39,41,Delaware,Ohio,214124,40.213434,-83.012316
39,43,Erie,Ohio,75622,41.40534,-82.62729
39,45,Fairfield,Ohio,158921,39.799356,-82.672891
39,47,Fayette,Ohio,28951,39.548507,-83.443856
39,49,Franklin,Ohio,1323807,40.001224,-82.992171
39,51,Fulton,Ohio,42713,41.57813,-84.095238
39,53,Gallia,Ohio,29220,38.83179,-82.275222
39,55,Geauga,Ohio,95397,41.487507,-81.223418
39,57,Greene,Ohio,167966,39.725798,-83.997172
39,59,Guernsey,Ohio,38438,40.017747,-81.541964
39,61,Hamilton,Ohio,830639,39.181054,-84.509096
39,63,Hancock,Ohio,74920,41.038819,-83.642078
39,65,Hardin,Ohio,30696,40.687272,-83.673001
39,67,Harrison,Ohio,14483,40.308308,-81.052878
39,69,Henry,Ohio,27662,41.360177,-84.078123
39,71,Highland,Ohio,43317,39.21912,-83.582063
39,73,Hocking,Ohio,28050,39.524899,-82.449693
39,75,Holmes,Ohio,44223,40.568212,-81.869548
39,77,Huron,Ohio,58565,41.176384,-82.613754
39,79,Jackson,Ohio,32653,39.035842,-82.610925
39,81,Jefferson,Ohio,65249,40.365484,-80.692361
39,83,Knox,Ohio,62721,40.400283,-82.454323
39,85,Lake,Ohio,232603,41.685007,-81.319872
39,87,Lawrence,Ohio,58240,38.50139,-82.538753
39,89,Licking,Ohio,178519,40.051058,-82.52159
39,91,Logan,Ohio,46150,40.382633,-83.776776
39,93,Lorain,Ohio,312964,41.391668,-82.110224
39,95,Lucas,Ohio,431279,41.651951,-83.620346
39,97,Madison,Ohio,43824,39.923532,-83.378429
39,99,Mahoning,Ohio,228614,41.048246,-80.697024
39,101,Marion,Ohio,65359,40.582108,-83.127065
39,103,Medina,Ohio,182470,41.14417,-81.837739
39,105,Meigs,Ohio,22210,39.061474,-82.011139
39,107,Mercer,Ohio,42528,40.515597,-84.606448
39,109,Miami,Ohio,108774,40.039896,-84.229494
39,111,Monroe,Ohio,13385,39.743928,-81.066658
39,113,Montgomery,Ohio,537309,39.744183,-84.206384
39,115,Morgan,Ohio,13802,39.615975,-81.865949
39,117,Morrow,Ohio,34950,40.51851,-82.793839
39,119,Muskingum,Ohio,86410,39.963489,-81.996844
39,121,Noble,Ohio,14115,39.77294,-81.487122
39,123,Ottawa,Ohio,40364,41.532537,-83.080376
39,125,Paulding,Ohio,18806,41.132652,-84.588497
39,127,Perry,Ohio,35408,39.758487,-82.237977
39,129,Pickaway,Ohio,58539,39.671077,-82.992679
39,131,Pike,Ohio,27088,39.084195,-83.036586
39,133,Portage,Ohio,161791,41.18075,-81.276935
39,135,Preble,Ohio,40999,39.743238,-84.625367
39,137,Putnam,Ohio,34451,41.008256,-84.115516
39,139,Richland,Ohio,124936,40.761551,-82.54039
39,141,Ross,Ohio,77093,39.341679,-83.023023
39,143,Sandusky,Ohio,58896,41.340365,-83.100451
39,145,Scioto,Ohio,74008,38.780894,-82.944686
39,147,Seneca,Ohio,55069,41.127755,-83.202108
39,149,Shelby,Ohio,48230,40.319534,-84.194302
39,151,Stark,Ohio,374853,40.837592,-81.38898
39,153,Summit,Ohio,540428,41.11615,-81.511871
39,155,Trumbull,Ohio,201977,41.240483,-80.759943
39,157,Tuscarawas,Ohio,93263,40.481355,-81.467009
39,159,Union,Ohio,62784,40.241874,-83.334873
39,161,Van Wert,Ohio,28931,40.856227,-84.565846
39,163,Vinton,Ohio,12800,39.241186,-82.504249
39,165,Warren,Ohio,242337,39.423255,-84.24395
39,167,Washington,Ohio,59771,39.409803,-81.517688
39,169,Wayne,Ohio,116894,40.836466,-81.864476
39,171,Williams,Ohio,37102,41.532546,-84.57175
39,173,Wood,Ohio,132248,41.453257,-83.602769
39,175,Wyandot,Ohio,21900,40.865997,-83.299297
40,1,Adair,Oklahoma,19495,35.887468,-94.635683
40,3,Alfalfa,Oklahoma,5699,36.658546,-98.317631
40,5,Atoka,Oklahoma,14143,34.329959,-96.097526
40,7,Beaver,Oklahoma,5049,36.829383,-100.638158
40,9,Beckham,Oklahoma,22410,35.361158,-99.511022
40,11,Blaine,Oklahoma,8735,35.885203,-98.428177
40,13,Bryan,Oklahoma,46067,33.980731,-96.386125
40,15,Caddo,Oklahoma,26945,35.175959,-98.339383
40,17,Canadian,Oklahoma,154405,35.493359,-97.766177
40,19,Carter,Oklahoma,48003,34.189514,-97.19745
40,21,Cherokee,Oklahoma,47078,35.902314,-94.995607
40,23,Choctaw,Oklahoma,14204,34.019064,-95.528308
40,25,Cimarron,Oklahoma,2296,36.734437,-102.496037
40,27,Cleveland,Oklahoma,295528,35.269308,-97.450434
40,29,Coal,Oklahoma,5266,34.548037,-96.278199
40,31,Comanche,Oklahoma,121125,34.633044,-98.419449
40,33,Cotton,Oklahoma,5527,34.31257,-98.331491
40,35,Craig,Oklahoma,14107,36.679216,-95.154588
40,37,Creek,Oklahoma,71754,35.9754,-96.226043
40,39,Custer,Oklahoma,28513,35.547694,-98.828737
40,41,Delaware,Oklahoma,40397,36.468532,-94.793251
40,43,Dewey,Oklahoma,4484,36.057055,-99.074156
40,45,Ellis,Oklahoma,3749,36.262513,-99.786963
40,47,Garfield,Oklahoma,62846,36.398481,-97.885455
40,49,Garvin,Oklahoma,25656,34.737491,-97.28949
40,51,Grady,Oklahoma,54795,35.112409,-97.850428
40,53,Grant,Oklahoma,4169,36.761056,-97.779663
40,55,Greer,Oklahoma,5491,34.912036,-99.464241
40,57,Harmon,Oklahoma,2488,34.694548,-99.897391
40,59,Harper,Oklahoma,3272,36.768589,-99.761804
40,61,Haskell,Oklahoma,11561,35.239002,-95.124795
40,63,Hughes,Oklahoma,13367,35.079245,-96.326231
40,65,Jackson,Oklahoma,24785,34.657239,-99.331416
40,67,Jefferson,Oklahoma,5337,34.132097,-97.871654
40,69,Johnston,Oklahoma,10272,34.262325,-96.650068
40,71,Kay,Oklahoma,43700,36.744254,-97.125201
40,73,Kingfisher,Oklahoma,15184,35.913869,-97.91096
40,75,Kiowa,Oklahoma,8509,34.936853,-99.017988
40,77,Latimer,Oklahoma,9444,34.88202,-95.255214
40,79,Le Flore,Oklahoma,48129,35.065249,-94.639064
40,81,Lincoln,Oklahoma,33458,35.656322,-96.882274
40,83,Logan,Oklahoma,49555,35.822271,-97.442909
40,85,Love,Oklahoma,10146,33.922696,-97.170128
40,87,McClain,Oklahoma,41662,35.106328,-97.527577
40,89,McCurtain,Oklahoma,30814,33.999674,-94.814678
40,91,McIntosh,Oklahoma,18941,35.385902,-95.581367
40,93,Major,Oklahoma,7782,36.298864,-98.432369
40,95,Marshall,Oklahoma,15312,34.01809,-96.749333
40,97,Mayes,Oklahoma,39046,36.292233,-95.243222
40,99,Murray,Oklahoma,13904,34.507083,-97.027691
40,101,Muskogee,Oklahoma,66339,35.71185,-95.366561
40,103,Noble,Oklahoma,10924,36.324096,-97.233088
40,105,Nowata,Oklahoma,9320,36.774995,-95.635237
40,107,Okfuskee,Oklahoma,11310,35.451094,-96.337952
40,109,Oklahoma,Oklahoma,796292,35.52553,-97.512375
40,111,Okmulgee,Oklahoma,36706,35.617922,-95.969216
40,113,Osage,Oklahoma,45818,36.415208,-96.228583
40,115,Ottawa,Oklahoma,30285,36.857439,-94.834841
40,117,Pawnee,Oklahoma,15553,36.270375,-96.539216
40,119,Payne,Oklahoma,81646,36.0913,-97.007049
40,121,Pittsburg,Oklahoma,43773,34.956346,-95.721263
40,123,Pontotoc,Oklahoma,38065,34.774213,-96.67319
40,125,Pottawatomie,Oklahoma,72454,35.321377,-96.952883
40,127,Pushmataha,Oklahoma,10812,34.327826,-95.482036
40,129,Roger Mills,Oklahoma,3442,35.628485,-99.659405
40,131,Rogers,Oklahoma,95240,36.31533,-95.650597
40,133,Seminole,Oklahoma,23556,35.186227,-96.631163
40,135,Sequoyah,Oklahoma,39281,35.466206,-94.729702
40,137,Stephens,Oklahoma,42848,34.518536,-97.946619
40,139,Texas,Oklahoma,21384,36.712185,-101.448408
40,141,Tillman,Oklahoma,6968,34.382478,-98.971119
40,143,Tulsa,Oklahoma,669279,36.1027,-95.91151
40,145,Wagoner,Oklahoma,80981,36.015963,-95.627565
40,147,Washington,Oklahoma,52455,36.728457,-95.937432
40,149,Washita,Oklahoma,10924,35.314336,-99.05353
40,151,Woods,Oklahoma,8624,36.767497,-98.708062
40,153,Woodward,Oklahoma,20470,36.423748,-99.383574
41,1,Baker,Oregon,16668,44.780021,-117.762087
41,3,Benton,Oregon,95184,44.573123,-123.275062
41,5,Clackamas,Oregon,421401,45.363411,-122.575016
41,7,Clatsop,Oregon,41072,46.098894,-123.841041
41,9,Columbia,Oregon,52589,45.889969,-122.929381
41,11,Coos,Oregon,64929,43.305461,-124.232445
41,13,Crook,Oregon,24738,44.283564,-120.843605
41,15,Curry,Oregon,23446,42.251867,-124.327962
41,17,Deschutes,Oregon,198253,44.090954,-121.306213
41,19,Douglas,Oregon,111201,43.239963,-123.388771
41,21,Gilliam,Oregon,1995,45.449592,-120.197022
41,23,Grant,Oregon,7233,44.451525,-119.003559
41,25,Harney,Oregon,7495,43.521602,-118.986891
41,27,Hood River,Oregon,23977,45.658959,-121.565661
41,29,Jackson,Oregon,223259,42.347769,-122.858631
41,31,Jefferson,Oregon,24502,44.591478,-121.190361
41,33,Josephine,Oregon,88090,42.404433,-123.38517
41,35,Klamath,Oregon,69413,42.285893,-121.726802
41,37,Lake,Oregon,8160,42.478434,-120.476422
41,39,Lane,Oregon,382971,44.039563,-123.119235
41,41,Lincoln,Oregon,50395,44.713731,-124.002001
41,43,Linn,Oregon,128610,44.556336,-122.959471
41,45,Malheur,Oregon,31571,43.975358,-117.06114
41,47,Marion,Oregon,345920,44.960149,-122.955907
41,49,Morrow,Oregon,12186,45.739056,-119.617276
41,51,Multnomah,Oregon,815428,45.517904,-122.591156
41,53,Polk,Oregon,87433,44.920857,-123.20811
41,55,Sherman,Oregon,1870,45.518367,-120.72146
41,57,Tillamook,Oregon,27390,45.469525,-123.858484
41,59,Umatilla,Oregon,80075,45.801243,-118.967455
41,61,Union,Oregon,26196,45.341591,-118.018208
41,63,Wallowa,Oregon,7391,45.443336,-117.305634
41,65,Wasco,Oregon,26670,45.541482,-121.204066
41,67,Washington,Oregon,600372,45.486067,-122.87092
41,69,Wheeler,Oregon,1451,44.837096,-120.088844
41,71,Yamhill,Oregon,107722,45.239528,-123.136974
42,1,Adams,Pennsylvania,103852,39.851137,-77.157037
42,3,Allegheny,Pennsylvania,1250578,40.447811,-79.971635
42,5,Armstrong,Pennsylvania,65558,40.769635,-79.51099
42,7,Beaver,Pennsylvania,168215,40.684267,-80.302021
42,9,Bedford,Pennsylvania,47577,40.054295,-78.476925
42,11,Berks,Pennsylvania,428849,40.362681,-75.909878
42,13,Blair,Pennsylvania,122822,40.487156,-78.376585
42,15,Bradford,Pennsylvania,59967,41.833895,-76.527899
42,17,Bucks,Pennsylvania,646538,40.239408,-75.026366
42,19,Butler,Pennsylvania,193763,40.821598,-79.966512
42,21,Cambria,Pennsylvania,133472,40.408084,-78.800185
42,23,Cameron,Pennsylvania,4547,41.502354,-78.23879
42,25,Carbon,Pennsylvania,64749,40.871955,-75.708895
42,27,Centre,Pennsylvania,158172,40.839811,-77.836167
42,29,Chester,Pennsylvania,534413,39.993381,-75.678116
42,31,Clarion,Pennsylvania,37241,41.182373,-79.429465
42,33,Clearfield,Pennsylvania,80562,40.991528,-78.499291
42,35,Clinton,Pennsylvania,37450,41.140123,-77.448809
42,37,Columbia,Pennsylvania,64727,41.038653,-76.389553
42,39,Crawford,Pennsylvania,83938,41.666386,-80.098406
42,41,Cumberland,Pennsylvania,259469,40.205907,-77.092609
42,43,Dauphin,Pennsylvania,286401,40.304616,-76.796486
42,45,Delaware,Pennsylvania,576830,39.922639,-75.348866
42,47,Elk,Pennsylvania,30990,41.419129,-78.619743
42,49,Erie,Pennsylvania,270876,42.068563,-80.07268
42,51,Fayette,Pennsylvania,128804,39.949204,-79.71596
42,53,Forest,Pennsylvania,6973,41.487078,-79.223165
42,55,Franklin,Pennsylvania,155932,39.883461,-77.654852
42,57,Fulton,Pennsylvania,14556,39.918305,-78.08615
42,59,Greene,Pennsylvania,35954,39.876907,-80.113513
42,61,Huntingdon,Pennsylvania,44092,40.428603,-78.002926
42,63,Indiana,Pennsylvania,83246,40.617473,-79.1305
42,65,Jefferson,Pennsylvania,44492,41.085869,-78.964273
42,67,Juniata,Pennsylvania,23509,40.573028,-77.327685
42,69,Lackawanna,Pennsylvania,215896,41.441461,-75.636396
42,71,Lancaster,Pennsylvania,552984,40.07391,-76.29248
42,73,Lawrence,Pennsylvania,86070,40.986789,-80.336455
42,75,Lebanon,Pennsylvania,143257,40.340342,-76.443132
42,77,Lehigh,Pennsylvania,374557,40.597849,-75.509406
42,79,Luzerne,Pennsylvania,325594,41.195284,-75.928422
42,81,Lycoming,Pennsylvania,114188,41.24927,-76.981292
42,83,McKean,Pennsylvania,40432,41.865244,-78.58325
42,85,Mercer,Pennsylvania,110652,41.263855,-80.336703
42,87,Mifflin,Pennsylvania,46143,40.60427,-77.615882
42,89,Monroe,Pennsylvania,168327,41.038639,-75.305852
42,91,Montgomery,Pennsylvania,856553,40.169483,-75.314499
42,93,Montour,Pennsylvania,18136,40.996765,-76.630209
42,95,Northampton,Pennsylvania,312951,40.699145,-75.320858
42,97,Northumberland,Pennsylvania,91647,40.874558,-76.684501
42,99,Perry,Pennsylvania,45842,40.410783,-77.154446
42,101,Philadelphia,Pennsylvania,1603797,40.003523,-75.139476
42,103,Pike,Pennsylvania,58535,41.302389,-74.983463
42,105,Potter,Pennsylvania,16396,41.823262,-77.935838
42,107,Schuylkill,Pennsylvania,143049,40.712667,-76.195872
42,109,Snyder,Pennsylvania,39736,40.787382,-76.980927
42,111,Somerset,Pennsylvania,74129,40.029001,-79.012353
42,113,Sullivan,Pennsylvania,5840,41.469615,-76.492908
42,115,Susquehanna,Pennsylvania,38434,41.823092,-75.76923
42,117,Tioga,Pennsylvania,41045,41.814804,-77.211057
42,119,Union,Pennsylvania,42681,40.970242,-76.959238
42,121,Venango,Pennsylvania,50454,41.404235,-79.765355
42,123,Warren,Pennsylvania,38587,41.853111,-79.233295
42,125,Washington,Pennsylvania,209349,40.20836,-80.146146
42,127,Wayne,Pennsylvania,51155,41.539728,-75.307606
42,129,Westmoreland,Pennsylvania,354663,40.340199,-79.594629
42,131,Wyoming,Pennsylvania,26069,41.538722,-75.938649
42,133,York,Pennsylvania,456438,39.941929,-76.75372
44,1,Bristol,Rhode Island,50793,41.712608,-71.284716
44,3,Kent,Rhode Island,170363,41.698511,-71.488956
44,5,Newport,Rhode Island,85643,41.548629,-71.266556
44,7,Providence,Rhode Island,660741,41.857227,-71.449675
44,9,Washington,Rhode Island,129839,41.467323,-71.590046
45,1,Abbeville,South Carolina,24295,34.241575,-82.422103
45,3,Aiken,South Carolina,168808,33.535704,-81.774519
45,5,Allendale,South Carolina,8039,32.997052,-81.291327
45,7,Anderson,South Carolina,203718,34.564685,-82.61662
45,9,Bamberg,South Carolina,13311,33.267569,-81.072226
45,11,Barnwell,South Carolina,20589,33.294536,-81.356749
45,13,Beaufort,South Carolina,187117,32.317957,-80.786927
45,15,Berkeley,South Carolina,229861,33.059268,-80.035006
45,17,Calhoun,South Carolina,14119,33.677921,-80.822118
45,19,Charleston,South Carolina,408235,32.825793,-79.978136
45,21,Cherokee,South Carolina,56216,35.080959,-81.648305
45,23,Chester,South Carolina,32294,34.704401,-81.118573
45,25,Chesterfield,South Carolina,43273,34.681114,-80.149834
45,27,Clarendon,South Carolina,31144,33.686186,-80.207955
45,29,Colleton,South Carolina,38604,32.90881,-80.646921
45,31,Darlington,South Carolina,62905,34.326094,-79.985464
45,33,Dillon,South Carolina,28292,34.39479,-79.361598
45,35,Dorchester,South Carolina,161540,32.995941,-80.212663
45,37,Edgefield,South Carolina,25657,33.713128,-81.923002
45,39,Fairfield,South Carolina,20948,34.361268,-81.069334
45,41,Florence,South Carolina,137059,34.106046,-79.764677
45,43,Georgetown,South Carolina,63404,33.457552,-79.250947
45,45,Greenville,South Carolina,525534,34.844659,-82.331257
45,47,Greenwood,South Carolina,69351,34.205171,-82.147907
45,49,Hampton,South Carolina,18561,32.801597,-81.116415
45,51,Horry,South Carolina,351029,33.780221,-78.937681
45,53,Jasper,South Carolina,28791,32.407305,-81.002142
45,55,Kershaw,South Carolina,65403,34.257249,-80.650865
45,57,Lancaster,South Carolina,96016,34.804751,-80.771843
45,59,Laurens,South Carolina,67539,34.509505,-82.032019
45,61,Lee,South Carolina,16531,34.183585,-80.266874
45,63,Lexington,South Carolina,293991,33.962205,-81.218934
45,65,McCormick,South Carolina,9526,33.879301,-82.297749
45,67,Marion,South Carolina,29183,34.166085,-79.340476
45,69,Marlboro,South Carolina,26667,34.637958,-79.671661
45,71,Newberry,South Carolina,37719,34.264651,-81.573551
45,73,Oconee,South Carolina,78607,34.707527,-83.002043
45,75,Orangeburg,South Carolina,84223,33.47176,-80.798783
45,77,Pickens,South Carolina,131404,34.805302,-82.689713
45,79,Richland,South Carolina,416147,34.067968,-80.988835
45,81,Saluda,South Carolina,18862,33.99882,-81.702809
45,83,Spartanburg,South Carolina,327997,34.963891,-82.007751
45,85,Sumter,South Carolina,105556,33.929496,-80.389604
45,87,Union,South Carolina,27244,34.733128,-81.627678
45,89,Williamsburg,South Carolina,31026,33.651948,-79.733224
45,91,York,South Carolina,282090,34.998556,-81.051363
46,3,Aurora,South Dakota,2747,43.693726,-98.529708
46,5,Beadle,South Dakota,19149,44.367306,-98.2277
46,7,Bennett,South Dakota,3381,43.210572,-101.785879
46,9,Bon Homme,South Dakota,7003,42.966147,-97.859901
46,11,Brookings,South Dakota,34375,44.31091,-96.785884
46,13,Brown,South Dakota,38301,45.475353,-98.451669
46,15,Brule,South Dakota,5247,43.762674,-99.191362
46,17,Buffalo,South Dakota,1948,44.059088,-99.371007
46,19,Butte,South Dakota,10243,44.669688,-103.766262
46,21,Campbell,South Dakota,1377,45.801272,-100.100553
46,23,Charles Mix,South Dakota,9373,43.175337,-98.527816
46,25,Clark,South Dakota,3837,44.825614,-97.709207
46,27,Clay,South Dakota,14967,42.808955,-96.936772
46,29,Codington,South Dakota,28325,44.91407,-97.129856
46,31,Corson,South Dakota,3902,45.758065,-100.912373
46,33,Custer,South Dakota,8318,43.740721,-103.514861
46,35,Davison,South Dakota,19956,43.706382,-98.040431
46,37,Day,South Dakota,5449,45.369062,-97.519215
46,39,Deuel,South Dakota,4295,44.738673,-96.660949
46,41,Dewey,South Dakota,5239,45.116562,-101.110107
46,43,Douglas,South Dakota,2835,43.377636,-98.369735
46,45,Edmunds,South Dakota,3986,45.453421,-99.148719
46,47,Fall River,South Dakota,6973,43.387361,-103.513072
46,49,Faulk,South Dakota,2125,45.061037,-99.099318
46,51,Grant,South Dakota,7556,45.206943,-96.658721
46,53,Gregory,South Dakota,3994,43.183504,-99.27955
46,55,Haakon,South Dakota,1872,44.133291,-101.572693
46,57,Hamlin,South Dakota,6164,44.646162,-97.148245
46,59,Hand,South Dakota,3145,44.525472,-98.991594
46,61,Hanson,South Dakota,3461,43.656069,-97.771709
46,63,Harding,South Dakota,1311,45.605864,-103.520304
46,65,Hughes,South Dakota,17765,44.38283,-100.305301
46,67,Hutchinson,South Dakota,7427,43.336978,-97.745451
46,69,Hyde,South Dakota,1262,44.519687,-99.455271
46,71,Jackson,South Dakota,2806,43.649678,-101.665063
46,73,Jerauld,South Dakota,1663,44.09101,-98.537954
46,75,Jones,South Dakota,917,43.89534,-100.695148
46,77,Kingsbury,South Dakota,5187,44.377105,-97.408777
46,79,Lake,South Dakota,11059,44.001466,-97.095038
46,81,Lawrence,South Dakota,25768,44.453405,-103.805876
46,83,Lincoln,South Dakota,65161,43.441142,-96.744487
46,85,Lyman,South Dakota,3718,43.953669,-99.716961
46,87,McCook,South Dakota,5682,43.661486,-97.348311
46,89,McPherson,South Dakota,2411,45.766155,-99.243067
46,91,Marshall,South Dakota,4306,45.757886,-97.628902
46,93,Meade,South Dakota,29852,44.281372,-103.280064
46,95,Mellette,South Dakota,1918,43.54937,-100.809211
46,97,Miner,South Dakota,2298,44.01131,-97.551535
46,99,Minnehaha,South Dakota,197214,43.558266,-96.731507
46,101,Moody,South Dakota,6336,44.018445,-96.663373
46,102,Oglala Lakota,South Dakota,13672,43.183372,-102.47964
46,103,Pennington,South Dakota,109222,44.064853,-103.210935
46,105,Perkins,South Dakota,2835,45.70961,-102.331006
46,107,Potter,South Dakota,2472,45.070399,-99.951949
46,109,Roberts,South Dakota,10280,45.611156,-96.959096
46,111,Sanborn,South Dakota,2330,44.005619,-98.14513
46,115,Spink,South Dakota,6361,44.904738,-98.412881
46,117,Stanley,South Dakota,2980,44.372239,-100.448102
46,119,Sully,South Dakota,1446,44.703108,-100.135851
46,121,Todd,South Dakota,9319,43.24927,-100.780183
46,123,Tripp,South Dakota,5624,43.350237,-99.846955
46,125,Turner,South Dakota,8673,43.304408,-97.112768
46,127,Union,South Dakota,16811,42.681007,-96.592222
46,129,Walworth,South Dakota,5315,45.518483,-100.311806
46,135,Yankton,South Dakota,23310,42.90126,-97.396931
46,137,Ziebach,South Dakota,2413,44.929817,-101.530161
47,1,Anderson,Tennessee,77123,36.081238,-84.178765
47,3,Bedford,Tennessee,50237,35.512233,-86.465018
47,5,Benton,Tennessee,15864,36.070898,-88.090044
47,7,Bledsoe,Tennessee,14913,35.621511,-85.200314
47,9,Blount,Tennessee,135280,35.753197,-83.973461
47,11,Bradley,Tennessee,108620,35.167425,-84.859688
47,13,Campbell,Tennessee,39272,36.381486,-84.125957
47,15,Cannon,Tennessee,14506,35.799353,-86.063976
47,17,Carroll,Tennessee,28440,36.018877,-88.464218
47,19,Carter,Tennessee,56356,36.31899,-82.203404
47,21,Cheatham,Tennessee,41072,36.272282,-87.063519
47,23,Chester,Tennessee,17341,35.438266,-88.62251
47,25,Claiborne,Tennessee,32043,36.4887,-83.639849
47,27,Clay,Tennessee,7581,36.552828,-85.562901
47,29,Cocke,Tennessee,35999,35.947274,-83.174047
47,31,Coffee,Tennessee,57889,35.454229,-86.124582
47,33,Crockett,Tennessee,13911,35.787543,-89.120017
47,35,Cumberland,Tennessee,61145,35.955637,-85.017779
47,37,Davidson,Tennessee,715884,36.137771,-86.744752
47,39,Decatur,Tennessee,11435,35.606176,-88.123327
47,41,DeKalb,Tennessee,20080,35.967047,-85.836916
47,43,Dickson,Tennessee,54315,36.104233,-87.343938
47,45,Dyer,Tennessee,36801,36.059417,-89.358361
47,47,Fayette,Tennessee,41990,35.201116,-89.479763
47,49,Fentress,Tennessee,18489,36.363232,-84.936669
47,51,Franklin,Tennessee,42774,35.208173,-86.116159
47,53,Gibson,Tennessee,50429,35.932264,-88.870969
47,55,Giles,Tennessee,30346,35.192203,-87.030448
47,57,Grainger,Tennessee,23527,36.266188,-83.48663
47,59,Greene,Tennessee,70152,36.17748,-82.832594
47,61,Grundy,Tennessee,13529,35.343196,-85.722272
47,63,Hamblen,Tennessee,64499,36.215549,-83.297502
47,65,Hamilton,Tennessee,366207,35.093764,-85.201806
47,67,Hancock,Tennessee,6662,36.517225,-83.231102
47,69,Hardeman,Tennessee,25462,35.222929,-89.018519
47,71,Hardin,Tennessee,26831,35.198544,-88.225953
47,73,Hawkins,Tennessee,56721,36.463,-82.874023
47,75,Haywood,Tennessee,17864,35.586198,-89.267733
47,77,Henderson,Tennessee,27842,35.647965,-88.402891
47,79,Henry,Tennessee,32199,36.319829,-88.291369
47,81,Hickman,Tennessee,24925,35.85471,-87.405499
47,83,Houston,Tennessee,8283,36.304161,-87.704274
47,85,Humphreys,Tennessee,18990,36.071211,-87.77509
47,87,Jackson,Tennessee,11617,36.327984,-85.629403
47,89,Jefferson,Tennessee,54683,36.064823,-83.453077
47,91,Johnson,Tennessee,17948,36.450066,-81.844689
47,93,Knox,Tennessee,478971,35.971886,-83.991621
47,95,Lake,Tennessee,7005,36.356402,-89.467221
47,97,Lauderdale,Tennessee,25143,35.765131,-89.537383
47,99,Lawrence,Tennessee,44159,35.237607,-87.353601
47,101,Lewis,Tennessee,12582,35.533225,-87.521716
47,103,Lincoln,Tennessee,35319,35.105199,-86.57174
47,105,Loudon,Tennessee,54886,35.760641,-84.284282
47,107,McMinn,Tennessee,53276,35.426045,-84.598722
47,109,McNairy,Tennessee,25866,35.176963,-88.537496
47,111,Macon,Tennessee,25216,36.535265,-86.025628
47,113,Madison,Tennessee,98823,35.653504,-88.824487
47,115,Marion,Tennessee,28837,35.10952,-85.608797
47,117,Marshall,Tennessee,34318,35.496732,-86.770825
47,119,Maury,Tennessee,100974,35.635591,-87.029196
47,121,Meigs,Tennessee,12758,35.502098,-84.816211
47,123,Monroe,Tennessee,46250,35.518372,-84.354235
47,125,Montgomery,Tennessee,220069,36.557126,-87.345978
